sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
QV-C01-001-A0033,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.020107884,0.000000000,0.000000000
QV-C01-001-A0034,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.022021922,0.000000000,0.000000000
QV-C01-001-A0035,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.023732575,0.000000000,0.000000000
QV-C01-001-A0036,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.025024959,0.000000000,0.000000000
QV-C01-001-A0037,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.026470713,0.000000000,0.000000000
QV-C01-001-A0038,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.024085180,0.000000000,0.000000000
QV-C01-001-A0039,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.020923655,0.000000000,0.000000000
QV-C01-001-A0040,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.021864843,0.000000000,0.000000000
QV-C01-001-A0041,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.024981910,0.000000000,0.000000000
QV-C01-001-A0042,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.023447390,0.000000000,0.000000000
QV-C01-001-A0043,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.022494425,0.000000000,0.000000000
QV-C01-001-A0044,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.021133549,0.000000000,0.000000000
QV-C01-001-A0045,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.023609212,0.000000000,0.000000000
QV-C01-001-A0046,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.022072905,0.000000000,0.000000000
QV-C01-001-A0047,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.018805790,0.000000000,0.000000000
QV-C01-001-A0048,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.022961011,0.000000000,0.000000000
QV-C01-001-A0049,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.024754497,0.000000000,0.000000000
QV-C01-001-A0050,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.023257153,0.000000000,0.000000000
QV-C01-001-A0051,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.026690644,0.000000000,0.000000000
QV-C01-001-A0052,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.023499369,0.000000000,0.000000000
QV-C01-001-A0053,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.023791422,0.000000000,0.000000000
QV-C01-001-A0054,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.021859439,0.000000000,0.000000000
QV-C01-001-A0055,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.026202276,0.000000000,0.000000000
QV-C01-001-A0056,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.020178231,0.000000000,0.000000000
QV-C01-001-A0057,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.026504278,0.000000000,0.000000000
QV-C01-001-A0058,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.026735348,0.000000000,0.000000000
QV-C01-001-A0059,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.022275046,0.000000000,0.000000000
QV-C01-001-A0060,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.023314366,0.000000000,0.000000000
QV-C01-001-A0061,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.024663778,0.000000000,0.000000000
QV-C01-001-A0062,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.022611274,0.000000000,0.000000000
QV-C01-001-A0063,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.024754303,0.000000000,0.000000000
QV-C01-001-A0064,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.025396092,0.000000000,0.000000000
QV-C01-001-A0065,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.023223768,0.000000000,0.000000000
QV-C01-001-A0066,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.026409761,0.000000000,0.000000000
QV-C01-001-A0067,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.025461425,0.000000000,0.000000000
QV-C01-001-A0068,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.025285878,0.000000000,0.000000000
QV-C01-001-A0069,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.023698456,0.000000000,0.000000000
QV-C01-001-A0070,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.025668290,0.000000000,0.000000000
QV-C01-001-A0071,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.026605897,0.000000000,0.000000000
QV-C01-001-A0072,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.024433115,0.000000000,0.000000000
QV-C01-001-A0073,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.023975068,0.000000000,0.000000000
QV-C01-001-A0074,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.027610129,0.000000000,0.000000000
QV-C01-001-A0075,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.026344935,0.000000000,0.000000000
QV-C01-001-A0076,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.028530510,0.000000000,0.000000000
QV-C01-001-A0077,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.023753528,0.000000000,0.000000000
QV-C01-001-A0078,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.025336575,0.000000000,0.000000000
QV-C01-001-A0079,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.024779265,0.000000000,0.000000000
QV-C01-001-A0080,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.024432880,0.000000000,0.000000000
QV-C01-001-A0081,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.025676343,0.000000000,0.000000000
QV-C01-001-A0082,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.024491411,0.000000000,0.000000000
QV-C01-001-A0083,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.026607375,0.000000000,0.000000000
QV-C01-001-A0084,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.025372526,0.000000000,0.000000000
QV-C01-001-A0085,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.026872516,0.000000000,0.000000000
QV-C01-001-A0086,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.026351367,0.000000000,0.000000000
QV-C01-001-A0087,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.024429632,0.000000000,0.000000000
QV-C01-001-A0088,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.025099719,0.000000000,0.000000000
QV-C01-001-A0089,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.029584660,0.000000000,0.000000000
QV-C01-001-A0090,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.027850965,0.000000000,0.000000000
QV-C01-001-A0091,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.027674125,0.000000000,0.000000000
QV-C01-001-A0092,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.029474767,0.000000000,0.000000000
QV-C01-001-A0093,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.028214533,0.000000000,0.000000000
QV-C01-001-A0094,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.025321587,0.000000000,0.000000000
QV-C01-001-A0095,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.026469187,0.000000000,0.000000000
QV-C01-001-A0096,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.026618479,0.000000000,0.000000000
QV-C01-001-A0097,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.027477414,0.000000000,0.000000000
QV-C01-001-A0098,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.028417293,0.000000000,0.000000000
QV-C01-001-A0099,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.028681004,0.000000000,0.000000000
QV-C01-001-A0100,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.022749177,0.000000000,0.000000000
QV-C01-001-A0101,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.028102365,0.000000000,0.000000000
QV-C01-001-A0102,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.027544857,0.000000000,0.000000000
QV-C01-001-A0103,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.025564672,0.000000000,0.000000000
QV-C01-001-A0104,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.027662741,0.000000000,0.000000000
QV-C01-001-A0105,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.025896091,0.000000000,0.000000000
QV-C01-001-A0106,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.027067762,0.000000000,0.000000000
QV-C01-001-A0107,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.029280196,0.000000000,0.000000000
QV-C01-001-A0108,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.027159079,0.000000000,0.000000000
QV-C01-001-A0109,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.026699637,0.000000000,0.000000000
QV-C01-001-A0110,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.027305558,0.000000000,0.000000000
QV-C01-001-A0111,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.026593115,0.000000000,0.000000000
QV-C01-001-A0112,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.026327468,0.000000000,0.000000000
QV-C01-001-A0113,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.030015191,0.000000000,0.000000000
QV-C01-001-A0114,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.028004202,0.000000000,0.000000000
QV-C01-001-A0115,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.025861215,0.000000000,0.000000000
QV-C01-001-A0116,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,230.000000000,232.000000000,2.000000000,0.024760962,0.000000000,0.000000000
QV-C01-001-A0117,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,232.000000000,234.000000000,2.000000000,0.026793702,0.000000000,0.000000000
QV-C01-001-A0118,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,234.000000000,236.000000000,2.000000000,0.026202366,0.000000000,0.000000000
QV-C01-001-A0119,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,236.000000000,238.000000000,2.000000000,0.027787274,0.000000000,0.000000000
QV-C01-001-A0120,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,238.000000000,240.000000000,2.000000000,0.026921450,0.000000000,0.000000000
QV-C01-001-A0121,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,240.000000000,242.000000000,2.000000000,0.027544278,0.000000000,0.000000000
QV-C01-001-A0122,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,242.000000000,244.000000000,2.000000000,0.024576216,0.000000000,0.000000000
QV-C01-001-A0123,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,244.000000000,246.000000000,2.000000000,0.025231019,0.000000000,0.000000000
QV-C01-001-A0124,QV-C01-001,DS00,quebrada_verde,CAMPAIGN_01,246.000000000,246.068704921,0.068704921,0.025078370,0.000000000,0.000000000
QV-C01-002-A0001,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.025397184,0.000000000,0.000000000
QV-C01-002-A0002,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.025613164,0.000000000,0.000000000
QV-C01-002-A0003,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.024757341,0.000000000,0.000000000
QV-C01-002-A0004,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.021861457,0.000000000,0.000000000
QV-C01-002-A0005,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.026594668,0.000000000,0.000000000
QV-C01-002-A0006,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.024114756,0.000000000,0.000000000
QV-C01-002-A0007,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.025456518,0.000000000,0.000000000
QV-C01-002-A0008,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.023281923,0.000000000,0.000000000
QV-C01-002-A0009,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.028214606,0.000000000,0.000000000
QV-C01-002-A0010,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.025346586,0.000000000,0.000000000
QV-C01-002-A0011,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.026600880,0.000000000,0.000000000
QV-C01-002-A0012,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.022942677,0.000000000,0.000000000
QV-C01-002-A0013,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.027724947,0.000000000,0.000000000
QV-C01-002-A0014,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.026154566,0.000000000,0.000000000
QV-C01-002-A0015,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.024198866,0.000000000,0.000000000
QV-C01-002-A0016,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.028873934,0.000000000,0.000000000
QV-C01-002-A0017,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.027723126,0.000000000,0.000000000
QV-C01-002-A0018,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.030933522,0.000000000,0.000000000
QV-C01-002-A0019,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.029654745,0.000000000,0.000000000
QV-C01-002-A0020,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.027322526,0.000000000,0.000000000
QV-C01-002-A0021,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.027659473,0.000000000,0.000000000
QV-C01-002-A0022,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.030613315,0.000000000,0.000000000
QV-C01-002-A0023,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.024672404,0.000000000,0.000000000
QV-C01-002-A0024,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.028762640,0.000000000,0.000000000
QV-C01-002-A0025,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.028802092,0.000000000,0.000000000
QV-C01-002-A0026,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.033195098,0.000000000,0.000000000
QV-C01-002-A0027,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.030435123,0.000000000,0.000000000
QV-C01-002-A0028,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.033139128,0.000000000,0.000000000
QV-C01-002-A0029,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.031057917,0.000000000,0.000000000
QV-C01-002-A0030,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.035765995,0.000000000,0.000000000
QV-C01-002-A0031,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.029409563,0.000000000,0.000000000
QV-C01-002-A0032,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.034237271,0.000000000,0.000000000
QV-C01-002-A0033,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.030996197,0.000000000,0.000000000
QV-C01-002-A0034,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.026366316,0.000000000,0.000000000
QV-C01-002-A0035,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.032487964,0.000000000,0.000000000
QV-C01-002-A0036,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.029083937,0.000000000,0.000000000
QV-C01-002-A0037,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.031646150,0.000000000,0.000000000
QV-C01-002-A0038,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.035000584,0.000000000,0.000000000
QV-C01-002-A0039,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.033708219,0.000000000,0.000000000
QV-C01-002-A0040,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.034218584,0.000000000,0.000000000
QV-C01-002-A0041,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.031931238,0.000000000,0.000000000
QV-C01-002-A0042,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.036031587,0.000000000,0.000000000
QV-C01-002-A0043,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.036327273,0.000000000,0.000000000
QV-C01-002-A0044,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.039360338,0.000000000,0.000000000
QV-C01-002-A0045,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.037823369,0.000000000,0.000000000
QV-C01-002-A0046,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.039750766,0.000000000,0.000000000
QV-C01-002-A0047,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.037580939,0.000000000,0.000000000
QV-C01-002-A0048,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.036654567,0.000000000,0.000000000
QV-C01-002-A0049,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.040512754,0.000000000,0.000000000
QV-C01-002-A0050,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.038796768,0.000000000,0.000000000
QV-C01-002-A0051,QV-C01-002,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.036990405,0.000000000,0.000000000
