hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,250.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,300.000000000,301.987212500,-85.000000000
QV-C01-007,DS00,quebrada_verde,CAMPAIGN_01,314.596901802,301.987212500,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,250.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,300.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,350.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,400.000000000,276.699244233,-85.000000000
QV-C01-008,DS00,quebrada_verde,CAMPAIGN_01,442.888441862,276.699244233,-85.000000000
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,96.699244233,-81.749373882
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,96.699244233,-81.749373882
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,96.699244233,-81.749373882
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,96.699244233,-81.749373882
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,96.699244233,-81.749373882
QV-C01-009,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,96.699244233,-81.749373882
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,121.987212500,-85.000000000
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,121.987212500,-85.000000000
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,121.987212500,-85.000000000
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,121.987212500,-85.000000000
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,121.987212500,-85.000000000
QV-C01-010,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,121.987212500,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,250.000000000,218.012787502,-85.000000000
QV-C01-011,DS00,quebrada_verde,CAMPAIGN_01,252.832830520,218.012787502,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,250.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,300.000000000,243.300755769,-85.000000000
QV-C01-012,DS00,quebrada_verde,CAMPAIGN_01,305.413573525,243.300755769,-85.000000000
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,121.987212497,-76.794115806
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,121.987212497,-76.794115806
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,121.987212497,-76.794115806
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,121.987212497,-76.794115806
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,121.987212497,-76.794115806
QV-C01-013,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,121.987212497,-76.794115806
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,149.676863169,-83.270134643
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,149.676863169,-83.270134643
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,149.676863169,-83.270134643
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,149.676863169,-83.270134643
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,149.676863169,-83.270134643
QV-C01-014,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,149.676863169,-83.270134643
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,190.323136830,-83.775809524
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,190.323136830,-83.775809524
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,190.323136830,-83.775809524
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,190.323136830,-83.775809524
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,190.323136830,-83.775809524
QV-C01-015,DS00,quebrada_verde,CAMPAIGN_01,220.000000000,190.323136830,-83.775809524
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,0.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,50.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,100.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,150.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,200.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,250.000000000,218.012787504,-84.711156371
QV-C01-016,DS00,quebrada_verde,CAMPAIGN_01,273.932067089,218.012787504,-84.711156371
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,43.972626615,-67.802373598
QV-C02-001,DS00,quebrada_verde,CAMPAIGN_02,255.208796108,43.972626615,-67.802373598
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,14.623564786,-76.808072254
QV-C02-002,DS00,quebrada_verde,CAMPAIGN_02,269.800295723,14.623564786,-76.808072254
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,325.376435214,-78.474914352
QV-C02-003,DS00,quebrada_verde,CAMPAIGN_02,301.062083955,325.376435214,-78.474914352
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,350.000000000,296.027373385,-77.154774466
QV-C02-004,DS00,quebrada_verde,CAMPAIGN_02,398.727185634,296.027373385,-77.154774466
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,350.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,400.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,450.000000000,283.574706202,-74.165524843
QV-C02-005,DS00,quebrada_verde,CAMPAIGN_02,467.855968008,283.574706202,-74.165524843
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,80.000000000,-67.583852521
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,80.000000000,-67.583852521
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,80.000000000,-67.583852521
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,80.000000000,-67.583852521
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,80.000000000,-67.583852521
QV-C02-006,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,80.000000000,-67.583852521
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,80.000000001,-83.376980510
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,80.000000001,-83.376980510
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,80.000000001,-83.376980510
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,80.000000001,-83.376980510
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,80.000000001,-83.376980510
QV-C02-007,DS00,quebrada_verde,CAMPAIGN_02,231.209298878,80.000000001,-83.376980510
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,260.000000001,-84.523701534
QV-C02-008,DS00,quebrada_verde,CAMPAIGN_02,268.999566210,260.000000001,-84.523701534
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,260.000000000,-76.736671257
QV-C02-009,DS00,quebrada_verde,CAMPAIGN_02,323.289754656,260.000000000,-76.736671257
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,350.000000000,260.000000000,-71.914903632
QV-C02-010,DS00,quebrada_verde,CAMPAIGN_02,386.630732406,260.000000000,-71.914903632
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,116.027373385,-61.023449209
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,116.027373385,-61.023449209
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,116.027373385,-61.023449209
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,116.027373385,-61.023449209
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,116.027373385,-61.023449209
QV-C02-011,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,116.027373385,-61.023449209
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,145.376435214,-72.386529662
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,145.376435214,-72.386529662
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,145.376435214,-72.386529662
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,145.376435214,-72.386529662
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,145.376435214,-72.386529662
QV-C02-012,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,145.376435214,-72.386529662
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,194.623564786,-74.750787901
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,194.623564786,-74.750787901
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,194.623564786,-74.750787901
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,194.623564786,-74.750787901
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,194.623564786,-74.750787901
QV-C02-013,DS00,quebrada_verde,CAMPAIGN_02,240.714891920,194.623564786,-74.750787901
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,223.972626615,-69.191151907
QV-C02-014,DS00,quebrada_verde,CAMPAIGN_02,268.235308784,223.972626615,-69.191151907
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,236.425293798,-63.229291502
QV-C02-015,DS00,quebrada_verde,CAMPAIGN_02,303.131606087,236.425293798,-63.229291502
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,135.491477012,-50.000000000
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,135.491477012,-50.000000000
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,135.491477012,-50.000000000
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,135.491477012,-50.000000000
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,135.491477012,-50.000000000
QV-C02-016,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,135.491477012,-50.000000000
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,157.092591329,-55.473129492
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,157.092591329,-55.473129492
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,157.092591329,-55.473129492
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,157.092591329,-55.473129492
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,157.092591329,-55.473129492
QV-C02-017,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,157.092591329,-55.473129492
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,182.907408671,-55.862686905
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,182.907408671,-55.862686905
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,182.907408671,-55.862686905
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,182.907408671,-55.862686905
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,182.907408671,-55.862686905
QV-C02-018,DS00,quebrada_verde,CAMPAIGN_02,220.000000000,182.907408671,-55.862686905
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,204.508522988,-54.296625277
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,204.508522988,-54.296625277
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,204.508522988,-54.296625277
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,204.508522988,-54.296625277
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,204.508522988,-54.296625277
QV-C02-019,DS00,quebrada_verde,CAMPAIGN_02,239.643692223,204.508522988,-54.296625277
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,0.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,50.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,100.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,150.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,200.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,250.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,300.000000000,218.887909561,-56.556187890
QV-C02-020,DS00,quebrada_verde,CAMPAIGN_02,301.669803512,218.887909561,-56.556187890
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,90.000000000,-55.000000000
QV-C03-001,DS00,quebrada_verde,CAMPAIGN_03,237.028279780,90.000000000,-55.000000000
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,80.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,120.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,160.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,200.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,240.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,280.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,320.000000000,270.000000000,-66.533924130
QV-C03-002,DS00,quebrada_verde,CAMPAIGN_03,326.261444212,270.000000000,-66.533924130
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,0.000000000,0.000000000,-66.232892295
QV-C03-003,DS00,quebrada_verde,CAMPAIGN_03,40.000000000,0.000000000,-66.232892295
